0.69;0.33
0.93;0.25
1.04;0.15
1.00;0.02
0.81;0.00
0.52;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.22
0.10;0.31
0.47;0.34
0.77;0.30
0.98;0.23
1.08;0.11
0.95;0.00
0.73;0.00
0.42;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.13
0.00;0.23
0.23;0.36
0.58;0.33
0.87;0.29
0.99;0.19
1.03;0.06
0.89;0.00
0.62;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.19
0.00;0.31
0.36;0.34
0.68;0.32
0.93;0.26
1.03;0.15
1.00;0.02
0.82;0.00
0.53;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.23
0.09;0.32
0.52;0.34
0.78;0.31
0.98;0.21
1.04;0.13
0.98;0.00
0.77;0.00
0.47;0.00
0.11;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.24
0.17;0.33
0.54;0.34
0.82;0.29
0.99;0.21
1.04;0.09
0.95;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.24;0.33
0.59;0.32
0.85;0.28
1.02;0.17
1.03;0.06
0.89;0.00
0.64;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.29
0.35;0.34
0.69;0.32
0.93;0.25
1.04;0.15
1.00;0.01
0.82;0.00
0.52;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.25
0.10;0.32
0.47;0.34
0.78;0.31
0.98;0.22
1.04;0.11
0.95;0.00
0.72;0.00
0.40;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.23;0.33
0.59;0.37
0.87;0.28
1.02;0.19
1.02;0.07
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.30
0.37;0.34
0.69;0.32
0.93;0.26
1.04;0.15
1.00;0.12
0.82;0.00
0.52;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.08
0.00;0.23
0.10;0.32
0.47;0.34
0.78;0.30
0.98;0.22
1.04;0.11
0.96;0.00
0.73;0.00
0.41;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.23;0.33
0.59;0.33
0.87;0.28
1.02;0.19
1.03;0.08
0.89;0.00
0.64;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.30
0.35;0.34
0.72;0.32
0.96;0.25
1.04;0.17
1.00;0.02
0.82;0.00
0.53;0.00
0.15;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.18
0.10;0.32
0.48;0.34
0.78;0.31
0.98;0.22
1.04;0.13
0.98;0.00
0.78;0.00
0.47;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.10
0.00;0.25
0.16;0.33
0.55;0.33
0.83;0.24
1.00;0.20
1.04;0.08
0.93;0.00
0.69;0.00
0.35;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.15
0.00;0.28
0.29;0.35
0.63;0.33
0.90;0.27
1.03;0.17
0.99;0.04
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.42;0.34
0.74;0.32
0.96;0.24
1.03;0.13
0.98;0.00
0.79;0.00
0.50;0.00
0.15;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.03;0.32
0.42;0.34
0.75;0.31
0.96;0.24
1.04;0.14
0.98;0.00
0.77;0.00
0.48;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.22
0.10;0.30
0.47;0.34
0.80;0.31
0.98;0.22
1.05;0.11
0.95;0.00
0.73;0.00
0.40;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.13
0.00;0.27
0.23;0.33
0.59;0.33
0.87;0.27
1.01;0.19
1.03;0.06
0.89;0.00
0.64;0.00
0.26;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.17
0.00;0.32
0.36;0.34
0.69;0.31
0.93;0.26
1.04;0.15
1.00;0.02
0.83;0.00
0.52;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.08
0.00;0.23
0.10;0.32
0.48;0.35
0.78;0.31
0.98;0.22
1.05;0.11
0.97;0.00
0.72;0.00
0.41;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.13
0.00;0.27
0.23;0.33
0.59;0.34
0.87;0.28
1.01;0.19
1.03;0.07
0.89;0.00
0.64;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.30
0.36;0.34
0.69;0.32
0.93;0.25
1.03;0.15
1.00;0.02
0.84;0.00
0.52;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.23
0.10;0.31
0.48;0.34
0.78;0.29
0.98;0.22
1.04;0.12
0.95;0.00
0.73;0.00
0.41;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.28
0.23;0.33
0.59;0.33
0.87;0.28
1.02;0.19
1.02;0.06
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.31
0.36;0.32
0.69;0.32
0.93;0.27
1.04;0.15
0.99;0.02
0.81;0.00
0.52;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.23
0.10;0.32
0.48;0.34
0.79;0.30
0.98;0.22
1.04;0.11
0.98;0.00
0.77;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.33
0.53;0.34
0.83;0.29
1.00;0.21
1.03;0.09
0.93;0.00
0.68;0.00
0.33;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.16
0.00;0.28
0.30;0.34
0.65;0.33
0.91;0.27
1.03;0.17
1.02;0.04
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.20
0.04;0.31
0.42;0.34
0.80;0.31
0.96;0.24
1.05;0.13
0.98;0.00
0.78;0.00
0.46;0.00
0.10;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.23
0.10;0.33
0.48;0.35
0.79;0.30
0.99;0.22
1.04;0.11
0.96;0.00
0.73;0.00
0.40;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.23;0.39
0.59;0.33
0.86;0.28
1.02;0.19
1.03;0.07
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.15
0.00;0.29
0.30;0.33
0.65;0.33
0.90;0.27
1.03;0.20
1.02;0.04
0.85;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.30
0.42;0.35
0.74;0.31
0.96;0.23
1.04;0.13
0.98;0.00
0.78;0.00
0.45;0.00
0.13;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.33
0.53;0.35
0.83;0.29
1.00;0.19
1.05;0.09
0.93;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.15
0.00;0.28
0.30;0.34
0.65;0.33
0.90;0.26
1.05;0.17
1.01;0.03
0.86;0.00
0.59;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.03;0.31
0.42;0.34
0.74;0.32
0.96;0.24
1.04;0.18
0.98;0.01
0.78;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.24
0.17;0.33
0.53;0.34
0.83;0.29
1.00;0.21
1.04;0.09
0.92;0.00
0.64;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.16
0.00;0.28
0.30;0.34
0.65;0.35
0.90;0.27
1.05;0.17
0.99;0.04
0.85;0.00
0.58;0.00
0.21;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.07
0.00;0.22
0.04;0.31
0.43;0.34
0.72;0.31
0.95;0.24
1.05;0.14
0.97;0.00
0.80;0.00
0.46;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.10
0.00;0.25
0.17;0.33
0.54;0.33
0.83;0.29
1.00;0.21
1.04;0.08
0.93;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.30
0.30;0.34
0.61;0.33
0.90;0.27
1.03;0.17
1.00;0.04
0.86;0.00
0.58;0.00
0.19;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.42;0.34
0.74;0.31
0.93;0.24
1.05;0.13
0.98;0.00
0.77;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.33
0.54;0.34
0.83;0.29
1.00;0.21
1.04;0.09
0.93;0.00
0.68;0.00
0.33;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.15
0.00;0.28
0.30;0.34
0.64;0.33
0.90;0.25
1.03;0.17
1.01;0.03
0.86;0.00
0.58;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.07
0.00;0.21
0.00;0.30
0.35;0.34
0.69;0.28
0.93;0.25
1.04;0.15
1.00;0.01
0.82;0.00
0.53;0.00
0.15;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.23
0.07;0.32
0.48;0.34
0.78;0.32
0.98;0.22
1.04;0.11
0.95;0.03
0.73;0.00
0.41;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.23;0.33
0.54;0.33
0.87;0.28
1.02;0.19
1.03;0.07
0.92;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.19
0.00;0.32
0.36;0.33
0.69;0.32
0.93;0.25
1.04;0.15
1.00;0.02
0.83;0.00
0.51;0.00
0.15;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.17
0.10;0.32
0.48;0.34
0.79;0.31
0.98;0.19
1.04;0.11
0.96;0.00
0.73;0.00
0.42;0.00
0.03;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.23
0.17;0.33
0.54;0.34
0.83;0.29
1.01;0.22
1.04;0.08
0.92;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.15
0.00;0.28
0.29;0.34
0.65;0.33
0.90;0.29
1.03;0.20
1.02;0.04
0.87;0.00
0.57;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.07
0.00;0.26
0.04;0.30
0.42;0.34
0.75;0.31
0.96;0.23
1.04;0.12
0.98;0.00
0.77;0.00
0.46;0.00
0.07;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.02
0.00;0.09
0.00;0.23
0.10;0.32
0.48;0.34
0.79;0.30
0.98;0.22
1.04;0.10
0.95;0.00
0.73;0.00
0.42;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.23;0.34
0.59;0.33
0.86;0.28
1.03;0.19
1.03;0.06
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.18
0.00;0.30
0.36;0.34
0.68;0.32
0.93;0.25
1.04;0.15
1.00;0.02
0.82;0.00
0.52;0.00
0.14;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.20
0.17;0.32
0.46;0.34
0.79;0.30
0.98;0.23
1.05;0.11
0.95;0.00
0.71;0.00
0.40;0.00
0.02;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.23;0.33
0.59;0.33
0.87;0.27
1.02;0.19
1.03;0.07
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.06
0.00;0.19
0.00;0.28
0.36;0.34
0.70;0.32
0.93;0.26
1.04;0.15
1.00;0.00
0.81;0.00
0.52;0.00
0.15;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.20
0.04;0.32
0.42;0.33
0.74;0.29
0.96;0.24
0.99;0.13
0.98;0.00
0.77;0.00
0.46;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.10
0.00;0.25
0.17;0.33
0.54;0.36
0.83;0.29
1.00;0.21
1.04;0.08
0.91;0.00
0.67;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.29;0.34
0.65;0.36
0.90;0.27
1.04;0.17
1.02;0.04
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.06;0.31
0.42;0.34
0.74;0.31
0.96;0.25
1.05;0.13
0.98;0.00
0.78;0.00
0.46;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.32
0.54;0.34
0.83;0.30
1.00;0.21
1.04;0.09
0.92;0.00
0.68;0.00
0.35;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.12
0.00;0.28
0.29;0.30
0.64;0.33
0.90;0.27
1.03;0.17
1.02;0.04
0.86;0.00
0.58;0.00
0.23;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.42;0.34
0.72;0.31
0.96;0.24
1.04;0.12
0.98;0.00
0.77;0.00
0.46;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.10
0.00;0.25
0.17;0.33
0.53;0.34
0.83;0.30
1.00;0.21
1.04;0.09
0.92;0.00
0.66;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.30;0.32
0.65;0.33
0.90;0.26
1.03;0.17
1.02;0.06
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.30
0.41;0.35
0.74;0.31
0.96;0.24
1.04;0.13
0.98;0.00
0.77;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.32
0.57;0.34
0.83;0.30
1.00;0.21
1.04;0.15
0.92;0.00
0.68;0.00
0.35;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.30;0.40
0.65;0.34
0.90;0.27
1.03;0.16
1.01;0.03
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.07
0.00;0.21
0.01;0.31
0.42;0.35
0.75;0.31
0.96;0.24
1.05;0.13
0.98;0.00
0.78;0.00
0.45;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.25
0.17;0.32
0.54;0.34
0.83;0.30
1.00;0.21
1.04;0.09
0.92;0.00
0.69;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.15
0.00;0.29
0.31;0.33
0.64;0.33
0.90;0.27
1.03;0.17
1.03;0.04
0.84;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.42;0.35
0.74;0.32
0.96;0.24
1.04;0.13
0.97;0.02
0.77;0.00
0.47;0.00
0.09;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.25
0.17;0.33
0.54;0.34
0.83;0.29
1.02;0.21
1.04;0.08
0.89;0.00
0.69;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.30;0.34
0.65;0.26
0.90;0.27
1.03;0.17
1.02;0.04
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.42;0.34
0.74;0.32
0.96;0.25
1.04;0.13
0.98;0.00
0.77;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.25
0.17;0.33
0.54;0.34
0.83;0.30
0.99;0.21
1.03;0.09
0.92;0.00
0.69;0.00
0.31;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.29
0.30;0.34
0.65;0.33
0.90;0.27
1.03;0.17
1.01;0.04
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.43;0.34
0.74;0.31
0.95;0.24
1.04;0.14
0.98;0.00
0.77;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.33
0.54;0.34
0.82;0.30
1.00;0.20
1.04;0.06
0.91;0.00
0.68;0.00
0.33;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.15
0.00;0.28
0.30;0.39
0.64;0.33
0.90;0.27
1.03;0.17
1.02;0.01
0.85;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.08
0.00;0.21
0.03;0.31
0.42;0.34
0.74;0.33
0.96;0.24
1.05;0.14
0.98;0.00
0.78;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.17;0.36
0.54;0.34
0.83;0.30
1.01;0.22
1.04;0.09
0.92;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.27
0.22;0.33
0.60;0.33
0.86;0.22
1.02;0.19
1.03;0.07
0.91;0.00
0.60;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.06
0.00;0.19
0.00;0.30
0.36;0.34
0.70;0.32
0.93;0.25
1.04;0.17
1.02;0.02
0.82;0.00
0.52;0.00
0.15;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.22
0.09;0.32
0.49;0.34
0.80;0.31
0.98;0.22
1.04;0.11
0.95;0.00
0.73;0.00
0.40;0.00
0.01;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.12
0.00;0.26
0.24;0.39
0.60;0.33
0.88;0.28
0.96;0.19
1.03;0.06
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.19
0.00;0.30
0.36;0.35
0.69;0.32
0.93;0.25
1.04;0.15
1.00;0.02
0.82;0.00
0.52;0.00
0.16;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
delay,correlation
highshift: (milli*1000)-15
highr: (*1000)988
0.10;0.32
0.42;0.31
0.76;0.31
0.96;0.23
1.04;0.12
0.98;0.00
0.66;0.00
0.47;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.19;0.33
0.55;0.34
0.85;0.29
1.01;0.22
1.04;0.09
0.92;0.00
0.68;0.00
0.33;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.16
0.00;0.31
0.30;0.34
0.65;0.33
0.91;0.27
1.03;0.16
1.01;0.04
0.85;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.00;0.28
0.37;0.39
0.71;0.33
0.92;0.25
1.03;0.15
1.00;0.01
0.81;0.00
0.52;0.00
0.17;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.09
0.00;0.24
0.12;0.32
0.47;0.34
0.80;0.30
0.99;0.22
1.04;0.11
0.95;0.00
0.72;0.00
0.40;0.00
0.01;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.13
0.00;0.26
0.25;0.34
0.59;0.34
0.86;0.28
1.02;0.19
1.02;0.06
0.89;0.00
0.63;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.04
0.00;0.16
0.00;0.28
0.30;0.35
0.65;0.33
0.92;0.27
1.02;0.17
1.01;0.04
0.86;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.32
0.42;0.34
0.74;0.32
0.96;0.26
1.04;0.13
0.98;0.00
0.76;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.02
0.00;0.11
0.00;0.25
0.18;0.33
0.54;0.33
0.83;0.29
1.01;0.21
1.04;0.09
0.92;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.30;0.33
0.65;0.33
0.90;0.24
1.03;0.12
1.02;0.05
0.90;0.00
0.58;0.00
0.22;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
0.00;0.07
0.00;0.21
0.04;0.31
0.43;0.34
0.75;0.32
0.96;0.24
1.05;0.13
0.98;0.00
0.77;0.00
0.46;0.00
0.08;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.03
0.00;0.11
0.00;0.25
0.19;0.33
0.54;0.34
0.83;0.29
1.00;0.21
1.04;0.09
0.92;0.00
0.68;0.00
0.34;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.05
0.00;0.16
0.00;0.28
0.29;0.33
0.64;0.33
0.90;0.29
1.01;0.17
1.01;0.07
0.86;0.00
0.58;0.00
0.28;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.00
0.00;0.01
